,Message,Views,Date,Time
167,✅已核實消息立法會秘書處再出新聞稿澄清，指星期一、二會議待定。所以星期一二只是未有會議，而不是取消會議。Source: 立法會秘書處,14.9K,2019-06-13,16:08
168,✅已核實內容《蘋果日報》App及網站星期四晚開始受到DDoS攻擊，主要是台灣地區，隨後到星期五晚上約8時開始，台灣及香港地區都受到攻擊，DDoS流量是平日20倍，工程人員正跟進攻擊主要來自哪些國家或地區。至於會員系統並無受波及，資料保護完好。Source: 蘋果日報,20.5K,2019-06-13,16:40
169,✅已核實內容醫管局總部在周三早上發出內部電郵，向瑪麗醫院、東區醫院、律敦治醫院、廣華醫院、伊利沙伯醫院急症室前線醫護人員發出指示，要記錄當日立法會外群眾集會的求醫傷者身份，包括「警察」、「記者」、「市民」或「其他」。----------------杏林覺醒黃任匡醫生提醒傷者：如果受傷入院，醫護人員需要知道injury mechanism，例如被子彈或棍擊中。但傷者身份是否抗爭者、受傷原因、在現場出現的原因等都是非必要資訊，醫護人員亦沒有權利逼傷者提供資訊。Source: 陳沛然醫生(醫學界立法會議員)、黃任匡醫生 (杏林覺醒成員)、眾新聞,14.3K,2019-06-13,17:52
170,✅已核實內容行政長官林鄭月娥在下午三點開記者會，預料將講解《逃犯條例》修訂的最新情況。Source: 政府新聞處,13.7K,2019-06-13,18:29
171,✅已核實內容行政長官林鄭月娥宣佈，暫緩修訂《逃犯條例》，收回二讀並無意設時限。Source: RTHK Live,14.3K,2019-06-13,18:46
172,✅已核實內容行政長官林鄭月娥表示，《逃犯條例》修訂案再作進一步討論後，將先交到立法會保安事務委員會討論，但預計今年內不會上保安事務委員會。Source: RTHK Live,14.0K,2019-06-13,20:33
173,✅已核實內容傍晚開始在太古廣場危站的黃衣男子， 在晚上9時許突然爬出棚架，消防員嘗試將其拉回，混亂中男子墮下，跌在氣墊旁的行人路，昏迷送院搶救後不治。防止自殺求助熱線： 香港撒瑪利亞防止自殺會： 2389 2222 生命熱線： 2382 0000 明愛向晴軒： 18288 社會福利署： 2343 2255 撒瑪利亞會熱線(多種語言)： 2896 0000 東華三院芷若園： 18281 醫管局精神健康專線： 2466 7350 利民會： 3512 2626 賽馬會青少年情緒健康網上支援平台「Open噏」：www.openup.hk Source: 蘋果日報/香港01,20.2K,2019-06-13,21:45
174,✅已核實消息6.16遊行資訊起點*：維多利亞公園終點：金鐘添美道時間：14:30集合，15:00起步Dresscode：黑衣白絲帶*註：民陣原擬新增中環愛丁堡廣場起點，因警方拒絕取消Source: 民間人權陣線,28.8K,2019-06-13,22:04
175,✅已核實消息民陣為有關三罷的資訊混亂致歉，指不同團體明日仍會發起三罷活動，民陣會經Facebook及Telegram轉發相關資訊，呼籲市民參加。民陣明日9:00-19:00會在龍匯道中信大廈外設資訊站Source: 民間人權陣線,13.4K,2019-06-13,23:16
176,✅已核實消息因月台過於擠迫 個別列車或不停天后站Source: 港鐵,13.7K,2019-06-13,23:47
177,✅已核實消息因乘客較多，天后、銅鑼灣、香港、油塘、旺角港鐵站實施人流管理措施。Source: 港鐵,14.0K,2019-06-14,11:49
178,✅已核實消息遊行隊伍從維園提早出發，隊頭現時已過銅鑼灣時代廣場。Source: RTHK、現場人士,24.1K,2019-06-14,13:03
179,✅已核實消息港島線列車恢復天后站上落客Source: RTHK news,14.0K,2019-06-14,16:24
180,✅已核實消息軒尼詩道東西行6條行車線已全開。Source: RTHK live,14.3K,2019-06-14,17:18
181,✅已核實消息港鐵因應警方要求，港島線往柴灣方向列車不停銅鑼灣及天后站。Source: Now news,34.1K,2019-06-14,19:02
182,✅已核實消息駱克道4條行車線全開放予遊行人士。Source: 現場消息,13.8K,2019-06-14,19:51
183,❌以下內容已證實為假消息: 我地民陣唔會籌錢，亦已經叫咗各黨都唔籌，人地聽唔聽我地都決定唔到而到依刻都仲未有不反對通知書當日我地遊行會有三大目的：1. 遣責警方武力鎮壓2. 撤回修訂引渡條例3. 林鄭月娥下台睇返啲相同片，真係好撚心up616見。————民陣已澄清並沒有於連登討論區開設户口。Source: 民間人權陣線,21.1K,2019-06-14,21:22
184,✅已核實消息立法會下周一及周二沒有安排會議Source: 立法會秘書處,25.3K,2019-06-14,00:49
185,🚫以下内容未有可靠內源林鄭月娥今晚八點見記者Source: 楊岳橋 Facebook 指行政長官辦公室否認此事,22.7K,2019-06-15,10:31
186,✅已核實消息立法會秘書處再出新聞稿澄清，指星期一、二會議待定。所以星期一二只是未有會議，而不是取消會議。Source: 立法會秘書處,12.7K,2019-06-15,13:19
187,✅已核實內容《蘋果日報》App及網站星期四晚開始受到DDoS攻擊，主要是台灣地區，隨後到星期五晚上約8時開始，台灣及香港地區都受到攻擊，DDoS流量是平日20倍，工程人員正跟進攻擊主要來自哪些國家或地區。至於會員系統並無受波及，資料保護完好。Source: 蘋果日報,21.1K,2019-06-15,15:21
188,✅已核實內容醫管局總部在周三早上發出內部電郵，向瑪麗醫院、東區醫院、律敦治醫院、廣華醫院、伊利沙伯醫院急症室前線醫護人員發出指示，要記錄當日立法會外群眾集會的求醫傷者身份，包括「警察」、「記者」、「市民」或「其他」。----------------杏林覺醒黃任匡醫生提醒傷者：如果受傷入院，醫護人員需要知道injury mechanism，例如被子彈或棍擊中。但傷者身份是否抗爭者、受傷原因、在現場出現的原因等都是非必要資訊，醫護人員亦沒有權利逼傷者提供資訊。Source: 陳沛然醫生(醫學界立法會議員)、黃任匡醫生 (杏林覺醒成員)、眾新聞,12.8K,2019-06-15,16:44
189,✅已核實內容行政長官林鄭月娥在下午三點開記者會，預料將講解《逃犯條例》修訂的最新情況。Source: 政府新聞處,13.1K,2019-06-15,22:31
190,✅已核實內容行政長官林鄭月娥宣佈，暫緩修訂《逃犯條例》，收回二讀並無意設時限。Source: RTHK Live,23.1K,2019-06-15,23:09
191,✅已核實內容行政長官林鄭月娥表示，《逃犯條例》修訂案再作進一步討論後，將先交到立法會保安事務委員會討論，但預計今年內不會上保安事務委員會。Source: RTHK Live,13.1K,2019-06-16,11:25
192,✅已核實內容傍晚開始在太古廣場危站的黃衣男子， 在晚上9時許突然爬出棚架，消防員嘗試將其拉回，混亂中男子墮下，跌在氣墊旁的行人路，昏迷送院搶救後不治。防止自殺求助熱線： 香港撒瑪利亞防止自殺會： 2389 2222 生命熱線： 2382 0000 明愛向晴軒： 18288 社會福利署： 2343 2255 撒瑪利亞會熱線(多種語言)： 2896 0000 東華三院芷若園： 18281 醫管局精神健康專線： 2466 7350 利民會： 3512 2626 賽馬會青少年情緒健康網上支援平台「Open噏」：www.openup.hk Source: 蘋果日報/香港01,13.4K,2019-06-16,12:57
193,✅已核實消息6.16遊行資訊起點*：維多利亞公園終點：金鐘添美道時間：14:30集合，15:00起步Dresscode：黑衣白絲帶*註：民陣原擬新增中環愛丁堡廣場起點，因警方拒絕取消Source: 民間人權陣線,12.1K,2019-06-16,14:09
194,✅已核實消息民陣為有關三罷的資訊混亂致歉，指不同團體明日仍會發起三罷活動，民陣會經Facebook及Telegram轉發相關資訊，呼籲市民參加。民陣明日9:00-19:00會在龍匯道中信大廈外設資訊站Source: 民間人權陣線,26.2K,2019-06-16,14:46
195,✅已核實消息因月台過於擠迫 個別列車或不停天后站Source: 港鐵,12.7K,2019-06-16,15:13
196,✅已核實消息因乘客較多，天后、銅鑼灣、香港、油塘、旺角港鐵站實施人流管理措施。Source: 港鐵,13.1K,2019-06-16,15:27
197,✅已核實消息遊行隊伍從維園提早出發，隊頭現時已過銅鑼灣時代廣場。Source: RTHK、現場人士,12.7K,2019-06-16,15:35
198,✅已核實消息港島線列車恢復天后站上落客Source: RTHK news,24.1K,2019-06-16,16:11
199,✅已核實消息軒尼詩道東西行6條行車線已全開。Source: RTHK live,14.0K,2019-06-16,16:35
200,✅已核實消息港鐵因應警方要求，港島線往柴灣方向列車不停銅鑼灣及天后站。Source: Now news,14.3K,2019-06-14,17:18
201,✅已核實消息駱克道4條行車線全開放予遊行人士。Source: 現場消息,34.1K,2019-06-14,19:02
202,✅已核實消息港島線列車恢復在全綫所有車站上落客，但部分車站月台仍然非常擠迫。Source: 港鐵/RTHK news,13.8K,2019-06-14,19:51
203,✅已核實消息遊行人士衝出夏愨道，佔領多條行車線。Source: Cable TV live,21.1K,2019-06-14,21:22
204,❌以下內容證實為假新聞民陣晚上6:30宣佈遊行人數為190萬https://lihkg.com/thread/1230908/page/1民陣在立法會煲底大台澄清未公佈數字。Source: 現場消息,25.3K,2019-06-14,00:49
205,✅已核實消息行政長官林鄭月娥承認政府工作上不足，令社會出現矛盾紛爭，為此向市民致歉Source: 政府新聞公報,22.7K,2019-06-15,10:31
206,[update 20:48]✅已核實消息行政長官林鄭月娥承認政府工作上不足，令社會出現矛盾紛爭，為此向市民致歉。政府表示，已停止立法會大會對修訂《逃犯條例》的工作，重申無重啟程序的時間表。Source: 政府新聞公報,12.7K,2019-06-15,13:19
207,✅已核實消息學生動源呼籲市民繼續留守金鐘，要求政府撤回修例，撤銷定性612示威為暴動，以及撤銷所有因反送中被控市民的控罪Source: 學生動源Facebook,21.1K,2019-06-15,15:21
208,✅已核實消息民陣公佈今日遊行人數接近200萬。Source: 民間人權陣線,12.8K,2019-06-15,16:44
209,✅已核實消息警方估計今日遊行最高峰為33.8萬人Source: RTHK news,13.1K,2019-06-15,22:31
210,✅已核實消息夏愨道東西行行車線恢復通車。原在夏愨道的留守者轉往立法會外、添美道及添馬公園繼續集會。Source: 現場消息/RTHK news,23.1K,2019-06-15,23:09
211,✅已核實消息罷課集會場地已由愛丁堡廣場移施至添馬公園草地。Source: 香港眾志,13.1K,2019-06-16,11:25
212,✅已核實消息由於天氣惡劣，罷課集會場地改到立法會「煲底」。Source: 香港眾志,13.4K,2019-06-16,12:57
213,✅已核實消息立法會議員朱凱廸及區諾軒，號召市民下午三點由立法會公眾示威區遊行到特首辦，要求林鄭月娥回應。Source: 香港獨立媒體網,12.1K,2019-06-16,14:09
214,✅已核實消息一批示威者聚集特首辦外　添華道龍和道暫封閉Source: RTHK news,26.2K,2019-06-16,14:46
215,✅已核實消息警務處處長盧偉聰晚上9時15分會見傳媒Source: RTHK news,12.7K,2019-06-16,15:13
216,✅已核實消息醫管局發言人表示，「急症室資訊系統」必須是醫管局內獲授權者才能取閱資料，警方無權登入，而局方並無將任何病人資料交予警方。局方正跟進是否有人外泄透過系統列印出來的病人資料，並已就可能有人不法進入電腦系統及泄漏病人私隱，通報私隱專員公署。Source: 醫管局,13.1K,2019-06-16,15:27
217,✅已核實消息警務處處長盧偉聰澄清，早前稱612衝擊為暴動，並非指整個事件是暴動，而是有部分人士涉嫌干犯暴動罪，其他參與人士若無暴力行為，無需擔心被控暴動罪。Source: RTHK live,12.7K,2019-06-16,15:35
218,[update 21:37]✅已核實消息警務處處長盧偉聰澄清，早前稱612衝擊為暴動，並非指整個事件是暴動，而是有部分人士涉嫌干犯暴動罪，其他參與人士若無暴力行為，無需擔心被控暴動罪。他指，當日被捕的15名涉及暴力罪行人士當中，只有5人與暴動有關；另外17人涉其他罪行。又指暴動罪檢控門檻相當高，要再經蒐證及與律政司商討後，再決定是否檢控。Source: RTHK live,23.2K,2019-06-16,16:11
219,✅已核實消息被問及警方可在醫管局電腦系統得到傷者資料，盧偉聰指據他所知，警方與醫管局各有電腦系統，兩者沒有連繫，有關醫管局電腦系統要向醫管局查詢。而在醫院拘捕示威者一事，他指醫護如果發現傷者涉嫌干犯罪行，會通知警察，是次行動與平時處理手法無異，並非刻意到醫院拘捕示威者。記者會期間多次被問及會否道歉及辭職，盧偉聰均沒有直接回應，只表示6月12日當日的事件並非暴動，只是部分參加者涉嫌干犯暴動罪行，警方會作事後檢討，市民亦可透過投訴機制反映不滿。Source: RTHK news live,12.4K,2019-06-16,16:35
220,✅已核實消息港鐵因應警方要求，港島線往柴灣方向列車不停銅鑼灣及天后站。Source: Now news,29.1K,2019-06-16,17:41
221,✅已核實消息駱克道4條行車線全開放予遊行人士。Source: 現場消息,14.6K,2019-06-16,18:49
222,✅已核實消息港島線列車恢復在全綫所有車站上落客，但部分車站月台仍然非常擠迫。Source: 港鐵/RTHK news,13.4K,2019-06-16,20:30
223,✅已核實消息遊行人士衝出夏愨道，佔領多條行車線。Source: Cable TV live,39.4K,2019-06-16,20:42
224,❌以下內容證實為假新聞民陣晚上6:30宣佈遊行人數為190萬https://lihkg.com/thread/1230908/page/1民陣在立法會煲底大台澄清未公佈數字。Source: 現場消息,26.8K,2019-06-16,20:48
225,✅已核實消息行政長官林鄭月娥承認政府工作上不足，令社會出現矛盾紛爭，為此向市民致歉Source: 政府新聞公報,14.3K,2019-06-16,21:40
226,[update 20:48]✅已核實消息行政長官林鄭月娥承認政府工作上不足，令社會出現矛盾紛爭，為此向市民致歉。政府表示，已停止立法會大會對修訂《逃犯條例》的工作，重申無重啟程序的時間表。Source: 政府新聞公報,12.2K,2019-06-16,22:58
227,✅已核實消息學生動源呼籲市民繼續留守金鐘，要求政府撤回修例，撤銷定性612示威為暴動，以及撤銷所有因反送中被控市民的控罪Source: 學生動源Facebook,13.1K,2019-06-16,23:29
228,✅已核實消息民陣公佈今日遊行人數接近200萬。Source: 民間人權陣線,11.9K,2019-06-17,11:03
